mkoh0eXnnf0	kicesie	821	People & Blogs	44	626	3.91	11	125
b2N27e79EdY	VeGaS1004	821	Music	564	7348	4.71	35	119
jf8zyO8UrLc	khayav	821	Comedy	34	1121	4.63	87	115
xTkLDGtu36Q	Marriland	821	Gadgets & Games	348	2214	4.93	70	131
7mMw9TdZLxI	khriskhaos2	821	People & Blogs	0	1043	0	0	114
T9FJIYBWdTQ	zakgeorge21	822	People & Blogs	638	590	4.75	83	107
N4yfFAIR9kc	beebee890	820	Comedy	22	8209	2.07	69	97
Wq3laSZAT7U	spritefan2	821	Gadgets & Games	180	800	4.64	44	98
ezgk4QXwIhY	xgobobeanx	821	People & Blogs	112	1075	4.61	88	95
Yj1wext0CQc	ResurrectionOfCG	821	News & Politics	391	370	3.88	43	94
UoAXg2pOG5s	jukimol	820	Sports	230	9010	3.7	70	91
hEHMhMjlDek	ren4165	820	People & Blogs	183	410	4.56	9	86
WFqqPK7kN0c	morbeck	821	Comedy	210	624	4.27	62	84
AF_frpUoMIg	thereaganite84	820	News & Politics	31	289	5	10	85
NkqbDeuKXNk	goldengun85	821	People & Blogs	372	622	1.94	48	96
vPtsS4UTuis	sxephil	821	Travel & Places	260	12642	4.02	119	86
xP_2M5DDAuM	joshallem	820	News & Politics	583	495	0	0	83
H2XgxvuB2zY	brettkeane	822	Comedy	220	430	3.08	105	82
SKovbXL7xSI	edenmaze	821	Music	265	207	4.32	19	79
QBqkPAtKQN8	THANOS43	822	Comedy	246	681	4.62	8	81
8TwvvOC8vdU	theboringdispatcher	821	People & Blogs	301	1201	4.28	68	80
c5-TCNHSPkk	YourTubeNEWS	821	People & Blogs	341	687	3.11	114	77
foquonPZSN8	BgirL5	819	Sports	45	48810	3.23	183	1097
ilt0rxr5gQk	dramatubearchive	820	People & Blogs	110	3617	3.64	45	812
NUqEVO_C5ss	applemilk1988	820	People & Blogs	279	35025	4	430	823
sk334TbliaY	GalacticCabaret	819	News & Politics	169	10138	4.91	141	645
po15iWrv9zs	tellible	820	Autos & Vehicles	141	30703	4.17	100	621
s7ZMRZCW9Xc	HockeyPacific	820	Sports	44	49214	2.98	141	591
O6_oXxTWHmo	mushcul	817	People & Blogs	83	52239	4.45	106	514
eQUAAwNJtg0	YTwatchdog	820	Entertainment	162	2391	4.64	133	568
Hc1ohELwjWo	lzpoint1944	819	News & Politics	60	23672	2.85	177	463
KNz0pta4PVU	VoteRonPaul08	819	News & Politics	301	24500	4.81	270	435
c0QQ3mqJEIk	jufanet	820	Autos & Vehicles	156	38698	3.66	110	485
3UrumrPlFiU	cpotato2004	815	News & Politics	605	2931	3.98	62	409
dmfq_g3sQHE	yetube	821	Entertainment	80	7282	4.39	54	29
uc3Z72bOm0k	yetube	819	Entertainment	26	12462	4.27	73	34
JE0E688uSLw	yetube	815	Film & Animation	70	16134	4.69	78	31
e7MYGy68Rp4	yetube	815	Film & Animation	68	17328	4.81	88	37
F0Jh1jgsgZk	yetube	815	Film & Animation	22	14881	4.84	67	41
9apA2K1WXuY	yetube	815	Film & Animation	36	20574	4.74	69	38
CtPutvWe7rk	yetube	813	Entertainment	30	38534	4.32	31	33
9waJ0vOtpsY	automaster209	760	Entertainment	19	197	4.33	3	0
x9CMW1URsEo	anemontr	822	News & Politics	194	12	5	1	0
PiGDwZPgRLM	bradm	821	Sports	244	131	0	0	0
3KtB_SAOuM4	dayrer	724	Sports	146	1756	5	2	0
i65LHf0A0aE	renzukoken	635	Gadgets & Games	130	2061	2	8	4
PKPDH2a82dA	Artbite	520	Film & Animation	27	515	3	5	0
vhRFLtfp8kI	rikutaguchi	725	People & Blogs	38	348	4	2	3
bS644iYZG8k	nkontny	695	Sports	479	642	5	4	3
OpH7ye3Mdcg	sfspinmove	488	Comedy	91	2204	4.6	5	5
x_ud-L0smCM	LetsGoLakersVideos	576	Sports	193	4213	4.5	20	26
2MfY1HUow9U	RgDe	406	News & Politics	46	8105	4.17	6	6
Z-i0UkrK41U	sootysweepandsoo	802	Entertainment	512	3441	4.29	7	13
6OHhe522B1Y	GoldenKriss6	698	People & Blogs	66	2844	2	2	0
9sc4asoixhk	icemant3hpwnr	753	Comedy	130	823	3	4	5
swttQ7N2gxs	tyrox82	664	Comedy	231	316	5	1	0
GCWEsQydK4E	DamianKupa	753	Entertainment	31	442	0	0	1
mEc4vH8roU8	sico2002	696	Comedy	42	3786	5	2	0
1ycnrBjZDYU	crazzymilka	751	Music	263	150	3	2	0
VdXhlcHLYFg	zmutowanyaniol	786	Music	101	58	0	0	1
iYIOzJQS0fM	adamb88	740	Comedy	10	113	0	0	0
g7AtXicJhhY	zmutowanyaniol	786	Music	102	31	0	0	0
IvDG_9Zb3IY	Tsubaca	603	Howto & DIY	184	40269	4.65	104	84
1t9UMlt7IjU	surmancia	772	Comedy	38	126	0	0	0
gqvp5S4QITY	makainadzienie	629	Film & Animation	50	4705	1.86	7	0
jJ7o8m-SZyo	bibol22	705	Entertainment	311	246	5	2	1
F5qsdZFcrKM	gorgeSTFU	776	Entertainment	30	539	5	1	1
vJNrJX4ysmA	lucentv	773	Entertainment	30	1378	5	3	2
4eaDX8tzqj4	lawrencekin02	774	Film & Animation	30	2011	4	3	1
fdAF1cdbIoU	OniGarama	786	Film & Animation	30	258	0	0	0
cPeCoqZTIT4	TFWPrimus	820	Film & Animation	31	1535	3.4	5	2
EnHiYR_3t2k	DjDwizz	773	Entertainment	30	62	0	0	0
xNblkagp1to	soypelopo82	773	Entertainment	30	1073	5	2	1
VaDHd7hlqQI	ninjaman6	799	Film & Animation	30	319	5	1	0
U6EY8LdSZF8	koushibom	821	News & Politics	218	5288	5	3	2
UImeRvSwyAQ	koushibom	821	News & Politics	38	7003	3.67	3	1
C9t46xzxsyo	koushibom	822	News & Politics	542	214	0	0	0
dTjbrym-iac	koushibom	822	News & Politics	154	205	4	1	0
avrKpwDQDoA	koushibom	822	News & Politics	258	227	0	0	0
8QGtisgZwkU	koushibom	822	News & Politics	159	267	0	0	0
UD6zLXk5kQA	koushibom	822	Film & Animation	151	205	0	0	0
6TrnT6G5R2s	koushibom	822	News & Politics	158	255	0	0	0
XqSwSpUj04E	TheRonEffect	820	Music	264	207	4.36	11	36
fI81CzfzkK0	kenjicube	793	Autos & Vehicles	260	5969	5	6	0
_vLeXNcsmLI	nullpoizum	793	News & Politics	93	4428	5	1	0
AjH9EECACkw	pjyamamoto	795	People & Blogs	214	900	5	1	0
QJKqbOeGodY	yakuzarecession01	821	News & Politics	193	201	0	0	0
oTvhY4npzkQ	x13th	503	Comedy	158	17327	4.33	6	1
-2S-Zldlrio	djtackn	821	News & Politics	46	216	5	1	0
8BuIs8dQ6q0	nezox	821	News & Politics	165	103	0	0	0
Il6xECM8d4I	zeppelin6th	822	News & Politics	354	276	5	2	0
05vzE-wjpxU	dawnavon	667	News & Politics	38	7191	3.5	10	3
u4YDwkgugIk	emergencystopping	667	News & Politics	32	10328	4.85	13	14
sBusdLqZHOA	Pimpboy51	760	News & Politics	71	280	1	1	0
E9eTJ73_DvI	jufanet	820	Autos & Vehicles	159	2705	3.85	13	20
_nMVOma9TOE	maxpoweronline	661	Entertainment	119	1784	3.6	5	4
4M_GXXzEcpk	sponserchild	821	Film & Animation	32	38	0	0	0
zCMiOl272Bc	BeachBumGTG	505	Sports	40	7029	5	3	-1
Xsd7i1y7Hlk	guitigefilmpjes	765	Autos & Vehicles	109	6158	2.43	7	2
3QkzgjssgXA	fr4gm0nk3y	640	Autos & Vehicles	49	6732	3.67	6	7
iw2cXke2Dlo	becstasyshock	662	Autos & Vehicles	104	382	2.67	3	3
cqBpKp8PXiw	LockFeezy	802	Sports	241	4331	4	9	0
UW9mDY7RO1c	dontimes1	820	Music	189	435	3.67	3	1
TZc1VDoxbVM	Gunitofficialuploade	820	Music	201	3481	4.72	18	11
_OdZRDudYeM	illroots1	820	Music	203	402	5	3	1
QIZZ6sdeCqQ	memphischeap	820	Music	198	2852	5	7	4
xbnRpZeZjF0	chrisandmikeisback	820	Music	204	7468	4.82	72	47
WyP9g4ZnHHI	MrSadoyan	821	Music	200	437	4.67	6	2
Z4_yap3y4yg	yayobuckbanks	821	Music	200	212	3	2	1
7FROGe7zXR0	shadowsword611	821	Music	199	214	3.67	3	4
9H4kKgwZxNw	Gunitofficialuploade	820	Music	191	2213	4.19	21	10
jdBz4iGMaEM	FindOsama	820	Music	200	3009	5	14	16
5HabT3UhV7k	hustlehard26	820	Music	200	489	5	5	10
V_oql7RZlZc	omarbasilio	820	Music	200	2791	4.91	33	29
PPzSvmbTgJA	xxYoungCesarxx	821	Music	200	424	5	3	2
jWA8_tlh5Fc	charmedcharlie1	821	Entertainment	27	1459	5	2	2
Tz3jvovILPg	blue2005	820	Entertainment	32	8272	4.69	16	17
VSssAn1-GXc	DoctorArzt	821	Entertainment	16	771	5	5	0
_1XwvAMTb0g	linuss84	820	Entertainment	29	5310	5	4	6
NVhAlOzQOTo	lostpromos	818	Entertainment	15	23751	5	15	31
3wRzqJQZyb4	linuss84	820	Entertainment	29	9345	5	12	8
hEGEYTZshkc	linuss84	821	Entertainment	17	3584	5	4	0
j9PFqqoEYwo	blue2005	820	Entertainment	29	983	5	2	1
ZRbnD7RcUPg	txms303	821	Entertainment	25	1485	4.75	4	2
1vpVfW-FLt8	bushnypt	818	Film & Animation	15	1500	5	3	3
iA30iha5uUc	pumageta	821	Entertainment	29	1873	5	5	6
yYyu_7QOBiI	Vidalfyre	818	Entertainment	15	4087	5	8	2
ESEiJrQPWvY	davie412	821	Entertainment	37	2894	5	7	3
BIDqjdbYiPc	davie412	821	Entertainment	34	2511	5	3	11
fRzx7qdVcss	Porschearbeiter88	697	Autos & Vehicles	273	24689	3.72	18	12
3EaHuZLjYgE	themanshorty	498	Autos & Vehicles	140	41968	2.17	59	18
RN08ETFBHFE	ciciuzzu	576	Sports	308	9151	1.86	7	4
msF1PMYjcZc	GaRGaMuKo	602	Autos & Vehicles	40	3415	4.17	6	5
lvnelTbuhag	creator73	594	Autos & Vehicles	159	10018	3.71	7	3
fVMclic1Bh4	RonPaul2008dotcom	814	News & Politics	162	2737	4.79	137	48
-OKGiardRtA	blacktreemedia	821	People & Blogs	251	1852	5	13	4
aO5D9eG1QJA	blacktreemedia	821	People & Blogs	123	3112	5	9	3
